"Symbol","deg_1","deg_2","ndeg","ddeg","idx","degvcount","virus","gestation","deg_3","deg_4","deg_5","deg_6"
"SLCO3A1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SLCO4A1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SLCO4C1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SLCO5A1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SLCO6A1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SLF1",0,1,2,0,0,"1.Unperturbed","CMV","Term",0,0,0,-1
"SLF2",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SLFN11",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SLFN13",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SLFN14",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SLFNL1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SLIRP",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SLIT1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SLITRK1",NA,0,0,0,0,"1.Unperturbed","CMV","Term",NA,NA,NA,NA
"SLITRK2",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SLITRK3",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SLITRK5",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SLMAP",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SLN",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SLTM",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SLU7",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SLURP2",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SLX1A",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SLX4",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SLX4IP",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMAD1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMAD2",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMAD4",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMAD5",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMAD7",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMAGP",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMAP1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMARCA1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMARCA2",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMARCAD1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMARCAL1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMARCB1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMARCC2",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMARCE1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMC1A",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMC1B",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMC2",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMC3",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMC4",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMC5",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMC6",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMCO1",NA,NA,0,0,0,"1.Unperturbed","CMV","Term",NA,0,NA,NA
"SMCO2",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMCO3",0,NA,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,NA
"SMCO4",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMCR8",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMG1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMG5",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMG6",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMG8",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMG9",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMIM10",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMIM10L1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMIM12",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMIM13",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMIM14",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMIM15",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMIM17",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMIM19",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMIM2",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMIM20",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMIM22",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMIM24",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMIM26",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMIM27",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMIM29",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMIM3",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMIM30",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMIM31",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMIM34A",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMIM34B",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMIM35",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMIM38",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMIM41",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMIM43",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMIM6",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMIM7",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMIM8",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMIM9",NA,0,0,0,0,"1.Unperturbed","CMV","Term",NA,NA,NA,NA
"SMKR1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMOC1",NA,NA,0,0,0,"1.Unperturbed","CMV","Term",NA,NA,0,NA
"SMPD1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMPD2",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMPD4",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMPDL3A",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMPDL3B",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMS",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMUG1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMURF1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMURF2",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMYD4",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SMYD5",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNAP25",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNAP29",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNAP47",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNAPC1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNAPC3",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNAPC4",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNAPC5",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNAPIN",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNCA",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNCB",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNF8",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNN",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNORC",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNRK",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNRNP25",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNRNP27",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNRNP35",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNRNP40",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNRPA1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNRPB",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNRPB2",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNRPC",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNRPD1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNRPD2",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNRPE",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNRPF",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNRPG",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNTB1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNTN",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNU13",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNUPN",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNX1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNX10",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNX11",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNX12",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNX14",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNX15",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNX16",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNX19",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNX2",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNX20",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNX22",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNX24",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNX25",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNX27",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNX3",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNX31",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNX32",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNX33",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNX4",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNX6",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SNX9",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SOAT1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SOAT2",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SOBP",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SOCS1",NA,NA,0,0,0,"1.Unperturbed","CMV","Term",NA,NA,NA,0
"SOCS2",0,NA,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SOCS3",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SOCS4",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SOCS6",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SOD1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SOD2",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SOGA3",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SOHLH2",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SON",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SORBS3",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SORCS3",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SORD",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SOS1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SOS2",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SOST",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SOWAHA",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SOWAHB",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SOX1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,NA
"SOX12",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,NA,0
"SOX14",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SOX15",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SOX21",NA,0,0,0,0,"1.Unperturbed","CMV","Term",NA,NA,NA,NA
"SOX3",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,NA
"SOX30",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SOX8",0,NA,0,0,0,"1.Unperturbed","CMV","Term",NA,NA,NA,0
"SP1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SP3",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SP4",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SP5",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SP8",0,0,0,0,0,"1.Unperturbed","CMV","Term",NA,NA,NA,NA
"SP9",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPA17",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPACA3",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPACA6",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPACA9",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPAG17",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPAG5",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPAG7",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPAG9",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPAM1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPANXN1",NA,NA,0,0,0,"1.Unperturbed","CMV","Term",NA,NA,0,NA
"SPANXN5",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPAST",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPATA1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPATA12",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPATA13",NA,NA,0,0,0,"1.Unperturbed","CMV","Term",NA,NA,0,0
"SPATA17",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPATA20",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPATA21",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPATA24",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPATA2L",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPATA31C1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPATA31C2",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPATA31D4",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPATA31E1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPATA32",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPATA33",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPATA45",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPATA5",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPATA5L1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPATA6",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPATA6L",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPATA7",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPATA9",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPATC1L",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPATS1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPATS2",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPC24",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPC25",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPCS1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPCS2",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPDEF",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPDL1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPDYA",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPDYC",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPDYE1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPDYE11",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPDYE13",NA,0,0,0,0,"1.Unperturbed","CMV","Term",NA,0,NA,NA
"SPDYE14",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPDYE16",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPDYE18",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPDYE21",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPDYE2B",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPDYE3",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPDYE4",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPDYE5",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPDYE6",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPDYE9",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPECC1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPECC1L",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPEF1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPEGNB",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPEM1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPEM2",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPEM3",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPEN",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPESP1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPG11",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPG21",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPHK1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPHK2",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPI1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPIB",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPICE1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPIDR",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPIN2A",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPIN2B",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPIN3",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPIN4",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPINDOC",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPINK2",NA,0,0,0,0,"1.Unperturbed","CMV","Term",NA,NA,NA,NA
"SPINK6",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPINK7",0,0,0,0,0,"1.Unperturbed","CMV","Term",NA,NA,NA,NA
"SPIRE2",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPNS1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPNS3",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPOCD1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPOCK3",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPOP",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPOUT1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPP1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPP2",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPPL2A",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPPL2B",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPPL3",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPR",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPRED1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPRED3",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPRING1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPRN",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPRR1A",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPRR1B",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPRR2A",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPRR2B",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPRR2D",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPRR2E",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPRTN",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPRY3",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPRYD4",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPRYD7",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPSB1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPSB2",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPSB3",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPSB4",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPTBN2",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPTBN4",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPTLC1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPTSSA",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPTY2D1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SPTY2D1OS",NA,0,0,0,0,"1.Unperturbed","CMV","Term",NA,NA,NA,NA
"SPX",0,0,0,0,0,"1.Unperturbed","CMV","Term",NA,NA,NA,NA
"SQOR",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SQSTM1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SRA1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SRARP",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SRCAP",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SRD5A1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SRD5A2",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SREK1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SRF",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SRFBP1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SRGN",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SRL",0,NA,0,0,0,"1.Unperturbed","CMV","Term",NA,NA,0,0
"SRMS",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SRP14",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SRP54",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SRP68",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SRP72",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SRP9",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SRPK1",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SRPK3",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SRPRA",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SRPRB",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SRR",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SRRD",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SRRM2",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
"SRRM4",0,0,0,0,0,"1.Unperturbed","CMV","Term",0,0,0,0
